text,intent
What is facial neuritis,definition
What job can I do to get pneumoconiosis?,cause
How to heal hemorrhoids by themselves,treatment
"The calibre of sleep in the past two Day is too poor, and I can't sleep all night. What should I do? Will it affect the fetus?",ask more
"Excuse me, what should I do if my foot hurts after cramping? Can pregnant women take medicine? If not, is there any other way?",ask more
"Why does urethritis have such a phenomenon, and how to solve this situation?",ask more
What medicine is safe for urethritis?,applicable disease
"I feel flustered and palpitations, and I can't catch my breath when I try hard. Is there any other medicine for this condition?",treatment
"What food should pregnant women eat for insomnia? I have been suffering from insomnia during this period, and it is difficult to fall deceased at nighttime.",applicable disease
"Hello, does Tangmaikang Granules really treat hyperglycemia? What outcome does it have?",ask more
i have sle and am currently on 5 day course of dexamethasone 8 mg daily. i still have to work during coronavirus outbreak. how concerned of risk am i? i work in close quarters. desks are a couple of feet apart. i am not able to work from home.,ask more
Is it palpitation caused by high blood pressure,cause
Will normal blood pressure cause insufficient blood supply to the brain,definition
Hello! How long after vaccination can I rental Longmu Zhuanggu Granules? What is the dosage?,usage
Can I utilized an other pregnancy test to test pregnancy after 3 days of menopause?,usage
"Uncomfortable walkout breast, what could be the cause?",disease manifestations
"Excuse me, what should iodin do if the menstrual volume increases?",treatment method
"I don't know how many years I have been sick. When I was less than one year old, the high fever did not X away for several days, and then for about terzetto months after ane retired, the child keep rolling his eyes. When I was more than nonpareil yr old and could walk, I was always in a daze. Sometimes I suddenly sat on the ground, with a sallow face and a piddling twitching. I didn't pay much attention to it at inaugural. I didn't realize that the minor was sick until last year, when the child foamed at the sass and twitched all over the consistency. I went to the hospital and said it was epilepsy. How can I address it?",treatment method
How to treat nasopharyngeal carcinoma rhinitis?,treatment method
"Prepare for the flow of people tomorrow morning, but this morning there was signaling of bleeder on the sewer paper, but it disappeared after a while. ut I necessity to see a restore?",disease manifestations
What tests should be done for normal pressure hydrocephalus in the elderly,method
"Bilateral ventricles, third ventricle, exposit midbrain aqueduct, reduced fourth ventricle, poor cerebellar structure, central midline structure",definition
"Hello doctor, I would like to ask if I take chlorzoxazone because I feel a little stiff",applicable disease
"My child is one year old and three months old. Recently, he is prone to anger and does not eat normally",cause
What acupoints to knead for angina pectoris,treatment method
"I have rheumatoid arthritis, and taking Shufeng Dingtong Pills has no effect. tush I increase it?",usage
"Epilepticus is a disease that necessitate a long time to handling, and its tending can be said to be the top priority of treating. This is because reasonable attention can avoid epilepsy, so that we do not required epilepsy itself. The forcible health is further harmed, but how to aim healthcare of it",method
How to treat your angina pectoris,treatment method
What should I do if my 3-year-old baby doesn't eat,treatment
How to treat acute cerebral infarction?,method
"The gird is swollen. The doctor in the hospital aver it was caused by a hemangioma. What department should I move to?, How to treat a newborn baby with hemangioma in Inner Mongolia?",treatment method
What are the simple ways to address hemorrhoids?? What are the simple ways to goody hemorrhoids?.,method
"single coughed up blood perpetually. Now the interval is pose shortest and shorter, and my physical condition is fairly beneficial. The current symptom is that phlegm is always stuck in my throat every dawning. It is very difficult to cough it out, but as lange as single cough When I drop out, I finger well-off. Two months ago, I was diagnosed by CT that it was only expansion and infection, and I did not cough up roue. The sputum was flannel, very glutinous, and the sorted of wire get. The most painful thing for me is that as protracted as there's mucus, I will The respiratory is like a violin chaining, the very loud vibrato can be heard by the people nearly, but significant be heard by the stethoscope, sometime there is little impassiveness, when sigh, there is a valve in the trachea",disease manifestations
The swelling and inflammation of the throat truly touch my convention life,method
The gender of the patient is caused by traumatic brain injury. I have epilepsy for more than 4 years. The treatment is not very good. I hope you can help me. The medicine I use is sodium valproate. I take one tablet every day. Help me Thank you. How to deal with emergency seizures,treatment
Can congenital transvestites also be treated?,method
"Hello, I still feel like I can't pee now, what medicine should I take?",applicable disease
"Since I became pregnant, I have increased my diet, and my weight has increased significantly, and I feel sick after eating. Now the child is 8 years old. I have controlled my diet, but my weight has never been lost, and my stomach is full of bloated stomach fat. Sometimes I feel that my hands and feet are swollen, as if swollen, I often sweat, my face is red, and my legs feel heavy when I walk. Is this suitable for taking Guipi Pills?",applicable disease
What colourize is the tail of an two toddler,definition
"Hepatitis, low resistance, can I take these medicines at the same time, Wuzhi tablets, inosine tablets, silibinin capsules, vitamin C.",applicable disease
"1 would like to know, how to judge whether it is a genuine drug or not?",ask more
Baby's jaundice recedes very slowly?,disease manifestations
bum I utilize Motherwort Soft Capsules for high blood pressure? I want to know if it can be taken for a long time,usage
"Hello, I would like to ask, how do patients with renal syndrome take (Betaloc) Metoprolol Tartrate tablets?",usage
"Polycystic insulin is high, pituitary prolactin is high, do I need to get metformin and bromocriptine? (Because the picture is for user privacy, it cannot be displayed at the consequence, if you have the same inquiry, please involve the doctor directly)",treatment
"I palpate depressed for several months, I couldn't respire, I couldn't eat, I cried every day, and sometimes it was because of trivial things, I wanted to ask medicine, I need to zisha, I once slashed my wrist with a glass, and some I have to admit a deep breath and tremble when I talk to others, I don't want to see anyone or eventide my family",symptoms
"The normal heart rate is 50 beats per minute, but there is no other discomfort. Can iodin submit Xinbao Pill?",applicable disease
hullo! How do you deal with cerebral ischemia,method
"In life, many patients with epilepsy suffer from epilepsy and live a painful life of being tortured by epilepsy. If patients with epileptic absence seizures do not receive formal treatment during this period The damage is very great, but one of the important factors that makes many patients seriously ill is that most people cannot understand the symptoms of initial epilepsy, which is the main aspect that prevents many patients from seizing the most suitable treatment opportunities. What are the symptoms of epilepsy?",disease manifestations
"There is foam in the urine and a strange smell in the lower part, what is going on? How can we solve it? ",ask more
"Excuse me, what is the itchy bump on the outside of the vaginal opening?",cause
"Because of acute pericarditis, I was hospitalized for treatment in the hospital. Now the condition is under control, and the doctor said that I can go home to recuperate, but I should pay special attention to the care of the condition in daily life. What are the nursing requirements for inflammation?",treatment method
"What medicine is suitable for this condition, and is there any good recommendation for depression?",ask more
"There is often chrissakes in the throne, want to know how to treat external hemorrhoids?",method
Is Quantianma Pill effective in treating rheumatism? Do I need to take it according to the course of treatment?,ask more
"Why do I feel premature beats, but the ECG is normal? What tests should be done?",ask more
I felt very bore the other day. I always felt like my heart was pounding when I fail to sleep at night. I went to the hospital to crack and aforementioned it was an acute myocardial infarction. I want to know what an acute myocardial infarction is?,definition
"Doctor, may I take Ningxinbao capsules for tachycardia and premature atrial compression?",applicable disease
Baby has rotavirus enteritis!,treatment method
What are the symptoms of renal encephalopathy,disease manifestations
"Weighs 27 jins and is 128 cm tall. How very should I exhaust at a time! In my opinion, nothing is more important than retaining health.",usage
"I just learned that Nifedipine Sustained-Release Tablets II (Nifedipine) cannot be taken apart, but twice a day, one tablet each time, but the amount is large, once a day, one tablet each time, the amount is small What should I do? How should I take the medicine?",ask more
The kids doesn't eat fountainhead,method
"Hello, can I select deepen Azimide Enteric-Coated Tablet with Weilikang Granules before meals or...",usage
"I have the urge to urinate all day, urgency, incontinence, and pain in the urethra. There is still pain in the thigh and waist. I recently went to the hospital for cystoscopy and color Doppler ultrasound. It was diagnosed as cystitis. Urinary Kangshu Capsules, but the effect is not good. Now I have been taking diuretic anti-inflammatory pills for more than 2 months, urination is normal, and there is no pain in the body. I want to ask what are the causes of cystitis? How effective is prevention?",treatment
The inside of the labia minora has small particles like fish roe that are very itchy. It will be better after washing it with warm water. Is it condyloma acuminatum?,disease manifestations
what symptoms can iodine tincture plow,applicable disease
Is nifedipine controlled-release tablets harmful to the stomach when taken empty? Can it be taken for a long time?,ask more
What should I do if I have gastritis and duodenal ulcer?,treatment
The child does not eat well,method
What are the conditions for the occurrence of viral myocarditis in children?,cause
"Excuse me, what is the main function of propranolol hydrochloride pill?",ask more
What to do if you have pneumonic fibrosis,treatment method
"Hello, please excuse where Omeran Fluoxetine Hydrochloride Capsules are produced? Is it Eli Lilly Suzhou Pharmaceutical Co., Ltd.?",ask more
Severe constipation~~,method
"I often stop abruptly during activities, fix my eyes, be mentally ill, and face expressionless for minutes to hours. Sometimes I also chew, drool, swallow, suck, Nausea with abdominal pain, nausea, vomiting and loss of consciousness, and in severe cases running, kicking, babbling.",disease manifestations
What medicine can be employ for a small penis,applicable disease
Baby gets hot and has dry stool,treatment
"Hello, one day after the appendix operation, the patient was dizzy and weak in his limbs. All the indicators were checked, and there was no abnormality. Now it is the second day, and he is still dizzy and has no food. The patient's body is a little fat, a little What's the matter with hypertension",disease manifestations
"Hello! I have a bad stomach for a long time, I can't arrest frigid, and I dare not eat cold food. The doctor of the Municipal People's Hospital said that it is allergic gastritis to cold. Can 1 carry Danguixiang Capsules? Will it work? ?",applicable disease
"My grandfather is over 70 years old this twelvemonth. Recently, he often suffers from low back hurting. Will taking the medicine Wuzi Yanzong Soft Capsule help?",applicable disease
should i be tested for covid-19? i have a cough and phlegm on my chest as well as headaches. i always get colds and flu that affect my chest,method
"It's been more than a month because menstruation came, and sixer sex hormones were stops in more than a month",symptoms
"My daughter just penetrated junior high school this year. She suddenly told me she was dazed at noon today. I carry her to the hospital for a contain. The restore told me that it was sinus bradycardia, not severe. I wanting to requested about sinus Is bradycardia an arrhythmia?",symptoms
"Drug therapy for epilepsy is a main treatment method. For epilepsy patients, many people need to insist on hold drugs all year pear-shaped, because drug therapy can brace and assist patients in the treatment of epilepsy. thence, it is essential for epilepsy patients to know some common sentience about the drug treatment of epilepsy, so what are the antiepileptic drugs? What are the principles of epilepsy drugs?",ask more
"As a frequent disease, epilepsy has many causes. People often do not know the cause of epilepsy, so what are the factors that case elemental epilepsy?",cause
Is there anything I need to pay attention to in terms of diet for proctitis? Does it need treatment? Does it matter?,ask more
What's the thing with the baby's belly gurgling,cause
Quoi is a haemangioma,definition
"I was diagnosed with condyloma acuminatum at the local hospital. Condyloma acuminatum often appears. There are many small bumps near the genitals and anus, which are very similar to nipples. I don't know how to treat them. . Now I have this disease and don't know what to do?",treatment
Hello! Can people with diabetes take nifedipine extended-release tablets?,applicable disease
What can I eat for insomnia to help sleep? Is it normal for my baby to have insomnia after giving birth?,ask more
"My mother suffered from rheumatism, muscle pain and stifle joint disease after taking medicinal for alto blood pressure around L or 33. I purchase her Hongmao Liquor, how should single use it?",usage
"I have a feeling of hypoxia, and I often feel chest tightness and other discomfort. What is the cause?",cause
What is congenital sensory neuropathy,definition
"My mother is 63 years old this year. There was blood in the urine for the first three days, but it disappeared on the fourth day. Today I went to the hospital to check the blood routine, urine test and color Doppler ultrasound. The stone is waiting to be expelled, but there is no obvious stone in the bladder. What is the situation? The doctor asked to be hospitalized for further examination. Is it necessary to be hospitalized? Please answer the doctor urgently",ask more
"I went to the hospital the morning before friday to imprison for the tiny fleshy outage on my genitals, and I was in a spoiled mood. There were more than eight of them, principally the petite ones. There were no other symptoms. Condyloma, I would loves to know how to engage attention of this disease. How should patients with condyloma acuminatum compensate attention to precaution? What is the harm of condyloma acuminatum?",method
Can subcutaneous lipoma stimulate high transfusion pressure,definition
"I want to ask, I want to ask, I have a sore throat, always have clear phlegm, can't cough it out, but also clear phlegm when I cough it up, occasionally a little bloodshot, it's been a few months, always have upper respiratory tract infection, yes What's going on? In the evening, the body temperature is 37 degrees and low-grade fever",cause
"Excuse me, what's the problem with olanzapine? My mood is low, my thinking and speech are slow, my brain's response is slow, and my interest is diminished. Can I use this medicine??",applicable disease
"I'm only 24 years old, and I've had bronchitis repeatedly. How can I cure it? I take a mixture of anti-inflammatory drugs every winter time, but the next time I catch a cold. Alas.",treatment method
"I want to ask if I often suffer from insomnia and dreams, can I use Xuefu Zhuyu Granules (Century Kang) to treat it?",applicable disease
"I finds a minimal stemma in my genitals when ane was opt a bath more than eleven days ago, and now it has grown into a petite granulation, which is delicate and soft to the relate, am I correctly? receive condyloma acuminatum?",definition
"Nine-year-old children always have a hoarse voice, what kind of medicine can I take?",treatment
What disease does Metformin Hydrochloride mainly dainty,applicable disease
good day. during the lockdown will i be able to travel to my gynae for my check up?,method
"blocked nose,coughing,aore throat,sometimes fever.sometimes body aches.",symptoms
"The symptoms of itchy nose, itchy eyes, and difficulty breathing in the past have improved, but now I always cough in the middle of the night, and only in the middle of the night. Now I don't know what disease it is?",definition
"Some time ago, I found the lower glans itchy. After I scratched it, some fleshy bumps came out. It was very painful during sex these days. I went to the hospital to check and found out that I had condyloma acuminatum. Excuse me How to treat condyloma acuminatum?",disease manifestations
"If I have luxuriously blood pressure, I need levamlodipine maleate tablets (Xuanning), but I have renal failure, can i use it?",usage
"Fuyang Pediatric Epilepsy Hospital?? There are epilepsy patients at home, and I want to offer to the hospital for surgery soon. I need to experience the charges for epilepsy surgery. How much is the cost of epilepsy surgery?",ask more
Dad often feels backache and weak feet when he is old. Can he take sea dragon gum oral liquid?,usage
"Hey doctor, I suddenly feel a row of pocket-sized particles on my labia in the past deux days, a lump of figure above the vaginal opening, glossy and soft, and itching in the vagina. I have not had intercourse for more than a month. Is it condyloma acuminatum?",definition
"I would like to ask if the Baimida injection for the treatment of diabetes is adjusted to 0.5 micrograms. After the first injection, there is no need to adjust it again. The second time I continue to use it again, thank you!",usage
"86 days, what should I do if my baby doesn't poop for 3 days? Breastfeed",treatment method
"Excuse me, why did I find that my vaginal discharge is yellow and my lower body is itchy today?",disease manifestations
"Insomnia, closing your eyes is like watching a movie. It's so uncomfortable",disease manifestations
"The bleeding of internal hemorrhoids is very serious. It has lasted for about half a month, and the medicine has not improved. Can an anoscopy be done? How should it be treated?",ask more
"I have endocrine disorders recently, how can iodin fix this?",treatment method
"Same room for 20 days, can you bridle pregnancy and abortion",ask more
"What is the etiology of the uninterrupted state of epilepsy? People suffer from the disease because of some etiology, so recently, it is frequently experience on the Internet that patients with epilepsy are asking the epilepsy doctor this question. In fact, I trust that many epilepsy patients do not know much about this effect.",cause
"Hello! Excuse me, my heart rate is irregular, I need to ask if I can guide Wenxin Granules? Is there any effect?",applicable disease
"Hello doctor, is Bricone the best medicine for emphysema? Thank you",applicable disease
"My boyfriend and I have been living together for almost two years. We have been living in a rented house. The day before yesterday, I found a lot of small pimples on my genitals, which looked a bit like warts. I went to the hospital yesterday and the result was condyloma acuminatum. I know this is a venereal disease, and I don't know how to treat it well?",treatment method
I would like to ask for flunarizine hydrochloride capsules as a preventive treatment for migraine headaches? I have frequent headaches that feel like death.,treatment method
What's the matter with blood in the stool,cause
Can lung cancer be inherited and what causes lung cancer,cause
I'm a high school sports specialty student. iodin usually train and cause pain in the magnanimous bone in the front of my calf. What's the doctor?,cause
Prostate stone Treatment Plan,treatment method
"ii point high blood pressurized, I've been taking Jacklynn for more than a monthly now, what should I do?",method
Is cold water washing the anus effective for curing hemorrhoids? What is the medical basis?,ask more
"Hello, I seem to have a urinary parcel infection. I don't know what medicine is better?",applicable disease
"A child from the lead family recently accidentally fell down the stairs and injured his head. He also bleeds. Later, the doctor said it was nothing serious. But now it has become epilepsy. I want to ask about the treatment of epilepsy in children method?",treatment method
"I'm not interested in doing anything, I don't want to do anything, I just want to lie down and then I want to live. What's the point of living? For a person like me, living is a pain. It brings pain to the people around me. What scares me is that the idea of ​​suicide is getting stronger. When I'm alone, I can't help myself. Sometimes I cry for no reason. It's really painful. What's wrong with me?",definition
"When I went to the toilet, I found blood in the stool, dark red and sticky. I had hemorrhoids before and thought it was recurrence of hemorrhoids, but a friend told me that it might be rectal cancer, may I have rectal cancer? Cancer or hemorrhoids?",cause
"Not long ago, I went to a medical examination with a friend and was found to have acute pericarditis. I was a little surprised to hear that, but there were no symptoms in my body. And my body is also very healthy and my life is very regular. I want to know What are the most common causes of acute pericarditis?",cause
"salutation, my ally pervert his foot while traveling, and lost the instructions for the fastone ketoprofen gel. How should i use it?",usage
"Is it normal to have cramps in my calf at night? I think I didn't have cramps before, but I woke up with cramps in the middle of the night after getting pregnant.",symptoms
Is stomach pain normal after pack Anting?,usage
How to regulate critical hypertension?,treatment
"What should I do if the baby's anus is red and purulence? When he poops, it's watery, and press it out little by niggling. The baby only cries every day for more than ten years and slumber less. What should I do? ",treatment method
"I'm a lady, it hurts to urinate and I can't hold back. Can one take this? What if metronidazole and Fuyankang don't bring?",applicable disease
Theodore has been coughing some time ago. nonetheless she has no fever. We suggest her not to conduct it lightly and voyager to the hospital for a checkup. The consequence is bronchiectasis. What is bronchiectasis?,definition
"It's been more than 20 days since I gave birth, and I found that the discharge is yellow-green and sometimes smells bad. I feel itching and burning in the genitals",disease manifestations
Does COPD recur?,symptoms
Does high blood pressure cause palpitation,disease manifestations
"Blood in stool, brightest red, a low come, no constipation and pain, is it hemorrhoids or polyps?",definition
"Excuse me, what's the current technology to treated hereditary crybaby chest correction?",method
"Hello, may I ask what medicine is good for kidney stones?",treatment method
Can I take berberine hydrochloride tablets for stomach pain and diarrhea?,symptoms
"Weak guide and limbs, vicious appetency and digestion, poor appetite and digestion, stool once every tre or four days, not a row",definition
fire sunflower brand ibuprofen granules be eaten by diabetics?,usage
"Hello, I would like to ask, I have high blood pressure now. prat I carry Wenxin Granules? Will there be any adverse reactions?",applicable disease
"I've been used the medicate for two years, and it hasn't better. ar there any precautions during the treatment?",usage
Does Parkinson's not have palpitations?,definition
What is pericardial constriction?,definition
How to treat early high chrissake pressure should I takings medicine,method
"I'm a lady, it hurts to urinate and I can't hold back. Can I take this? What if metronidazole and Fuyankang don't work?",applicable disease
live bronchiectasis cancer?,definition
I've been feeling lack of energy these days. I like to doze off during the day and can't sleep at night,cause
Why does the heart palpitate so badly at the yin-yang junction,cause
how do i know if i have corona virus?,cause
Can an acute arthritis attack be used for treatment?,method
The old mankind suffers from laryngeal neurosis and says that taking this citalopram hydrobromide tablet can relieve pain...,applicable disease
"Uncertainty of pituitary tumor, let's get two injections, Shanlong will review after two months",symptoms
"Which is the best treatment for constipation in Dazhou, and what medicine should I take for constipation?",treatment method
How to adjust palpitations,treatment
What are the adverse reactions of Seridetide? Will Seretide develop drug resistance after using it for a long time? Do I need to take it for a long time to treat emphysema?,ask more
What is traumatic diaphragmatic hernia,definition
wc I stop engage olanzapine for a year?,usage
"Hello, my mother has a heart disease now. She bought this breviscapine tablet by herself. What is this medicine for? Is it suitable for heart disease patients to take breviscapine tablet?",ask more
"How to get rid of acne marks on the face Supplementary question: In the past year, I have been online a lot, and I often stay up late, so I have acne. I didn't know it before, so I often scratch when the acne is itchy, and now I have acne. The acne is gone, but some acne scars are left, mainly in the middle of the two sides. It is not obvious from a distance, but it is more obvious when viewed close up. It is a little reddish trace. I'm in a hurry, please tell me what to do to get better...",treatment
"Clinically, it has a very good effect on the treatment of epilepsy in children. Therefore, this requires the majority of children to understand the etiology caused by it before receiving treatment. In this case, then we will Learn more about the etiology of epilepsy in children.",cause
There is a laborious object the greatness of a ingrain of rice in my child's upper mouth. The doctor's recommendation is that it needs to be erased. The pathological interrogation is a hemangioma. Is the Interior Mongolian cosset with a hemangioma easy to addressing?,symptoms
What to do with diarrhoea in a six-month-old child,method
What is the cause of chronic pain in the ribs below the left chest,symptoms
ane started a myocardial infarction in the morning and don't know what's going on. What should I do?,treatment method
Is it normal for a four-year-old boy to have no bowel movements for four days,treatment method
The left leg is thick. The right leg is thin. Hemangioma on the right foot. How to deal with it? How to treat the large hemangioma on the foot of infants in Inner Mongolia?,treatment method
"i have been in frequent close contact with tourists (including people from the usa and germany), doing gin tastings. i have a cough for the past two weeks, should i get tested for covid19 as a safety precaution?",usage
"Can hemangioma be diagnosed? Considering the diagnosis of hemangioma by color Doppler ultrasound, thank you, do you need further diagnosis? It grows on my child's neck. Can a lymphatic hemangioma in an infant in Inner Mongolia be cured?",method
What to do with a cold and cough??????,treatment
What is good for the elderly with hemorrhoids?,treatment
How to kickshaw OCD,treatment
What is the effect of Suxiao Jiuxin Pill? Was it taken during a heart attack?,ask more
"What's the matter with the chest heartbreak on the inwardly of the wrist, is it normal?",symptoms
How should child with epilepsy withdraw Debakin sodium valproate extended-release tablets?,usage
nates 1 eat Heo Ting at 9 in the morning?,usage
Is there anything unseasonable with using this medicine for left chest pain? How should I take this medicine?,ask more
Cerebral infarction causes weakness in both legs and unsteady walking,symptoms
Valve laxity in rheumatic heart disease,disease manifestations
Painful urination refers to pain in urine? Where does bother in urination refer to grief in urination?,disease manifestations
Want to know how to treat inner piles in women,method
What are the late symptoms of interstitial pneumonia?,disease manifestations
Do I need to do short curl and enema after cervical surgery?,treatment method
Can Rongchang Anal Tai Navel Stick be used with Mayinglong Hemorrhoid Cream?,usage
"How can I get rid of the bad habit of going to bed late? I'm planning to have a baby with my husband recently, but I can't fall asleep even if I go to bed early!",method
"According to the doctor, the effect of elacilamine pill is very bad. Now the hospital has stopped the drug for 3 class. What can be changed?",applicable disease
What should be the dose of Ambovi for patients with type 2 diabetes?,usage
"sore throat, cough, babble pain",cause
What are the causes and treatments for high blood pressure?,treatment
A plenty of bloody stools are also on the butt-wiping paper,definition
What's wrong with not eating,cause
What are the symptom of hypoplastic hydrocephaly,disease manifestations
"My arrhythmia is a frequent occurrence of ventricular premature beats. Can Xinbao pills work? I'm not very clear, I want to know more.",applicable disease
what medicine to deal for mycoplasma urinary tract infection,treatment
"The problem is that the old man in the kin has a cerebral hemorrhage and was discharged from the hospital. Now he doesn't chat with anyone, he only jazz what to pronounce and laugh. How should the mob treat him, what food is serious for his health, and how to prevent it? Bleeding again? Thanks!",ask more
"I have gas poisoning for more than two months. Except I didn't do hyperbaric oxygen at that time. Now I have severe insomnia, blurred eyes and poor mental appetite. How can I treat it?",method
"Recently, I have been coughing all the time. I bought some medicines for cough, but the effect was not obvious. The result was interstitial pneumonia. What are the initial symptoms of interstitial pneumonia?",symptoms
Tinnitus due to hypertension,cause
I asked what medicine to take for frequent urination,method
I was cured of tuberculosis more than seventeen yr before. I was bitten by a grass crawler when I went up the mickle. I often had a fever. I went to the hospital to verifies and allege it was tuberculous forestry encephalitis. arse this disease be cured?,disease manifestations
What is a thymoma?,definition
"Serum Human Chorionic Gonadotropin (HCG) 12228miu/cc Serum Pregnancy progesterone (PRG1) 10ng/ml 42 days from the last menstrual period, is it pregnancy? Is it within the normal range?",definition
comprise angina a skeletal pain,definition
what is acute mediastinitis,definition
"Buchang Wenxin Granule, how should I live utilization this pharmaceutical?",usage
Is imaging necessary for angina pectoris,treatment method
"The erythematous plates on the palm of the child grows bigger and bigger. The examination is a hemangioma, unity inches in size. constitute it dangerous to have a hemangioma in the palma of interior Equatorial Guinea?",disease manifestations
"Is hemangioma basically a disease of listed infants? Is there any obvious disease site? Are there any obvious symptoms?, Inner Mongolia infant hemangioma specialist?",definition
"Hello doctor, I would like to know if Lingrui pepper rheumatism cream is effective for inveterate arthritis?",applicable disease
"The child has diarrhea, what medicine should I take?",method
"I'm a female. Today, I checked the gynecological B-ultrasound and found the right kidney stone. Will it affect fertility? The report says: Spotted strong echo with comet tail sign in the middle calyx of the right kidney.",symptoms
How long is a course of treatment for Calcium?,usage
perform intimate hemorrhoids have to be surgically treated? Do internal hemorrhoids have to be surgically treated? Understand the treatment without consultation,method
"Hello, how do iodin take glucosamine sulfate capsules and how long is a course of treatment?",usage
"My heart is often stuffy, as if there is air pressure in my heart that can't come out. I feel comfortable when I take a long breath. Sometimes I'm upset, I feel like beer, and I don't sleep well. Sometimes my hands tremble. Throat is tight, and it will heal after a while. May I ask if it is coronary heart disease, forget to treat it.",cause
"Hello, I would like to ask if I am 55 years old, I sweat a pile and can't sleep. Does oryzanol work? What kind of medicine should I occupy?",applicable disease
Can I take Lactulose Oral Liquid for Habitual Constipation?,applicable disease
"Excuse me, why did I find that my vaginal discharge is sensationalistic and my downhearted agency is itchy today?",disease manifestations
"My uncle has repeated finger and calf cramps, how can I treat it effectively?",treatment
"Hello, treating schizophrenia, when can I take ziprasidone hydrochloride tablets?",usage
"9-month-old baby has diarrhea, more than ten times a day, with a little cough and runny nose",symptoms
"Hello, do you pauperization to use Astragalus Injection for a long time?",usage
"According to the doctor, the effect of elacilamine tablets is very bad. Now the hospital has stopped the drug for 3 years. What can be changed?",applicable disease
What is traumatizing diaphragmatic herniation,definition
"The stool is hard, I feel stuck in it and can't pass it out, the stomach and intestines are rumbling",cause
"Hello, what're the symptom of ureteral gem?",disease manifestations
Whereof to do with bleeding intragroup hemorrhoids,method
Itchy hands due to hypertensive vascular fever,treatment method
I escorted my wife to determine doldrums and take two capsule of venlafaxine hydrochloride sustained-release capsules from Innos every daylight.,usage
"My child's condition: The test result is that the finger has a hemangioma, which has been surgically cut, and now it grows on the little finger and ring finger. Do I still need surgery, and what should I pay attention to? How to treat hemangioma on the finger of Inner Mongolia baby?",treatment
"In the beginning, it should be because the cough was hidden and I started to take the crack. After taking the medicine for two days, I still feel that I am not shopworn. Now I have been fiddle for two Day and I can't rest for two days and two nights. What materialize?",cause
"It's a little hard to breathe during this time, please tell me why",cause
Hello! I'd ilk to demand what is the effect of mirtazapine tablets and paroxetine hydrochloride?,usage
"Consult, is it useful to eat Antshen Juanbi Capsules if my foot is twisted?",applicable disease
Two-month-old nipper hiccups and usually spit up milk,symptoms
"Hello, my child is not well, maybe the spleen and venter are not good, can Longmu Zhuanggu Granules work?",applicable disease
My honey is six monthly antigua this year and has a hemangioma on his mouth. The doctor tell that block cannot be cured and surgeries is required. Is there any routes to do it? What is the harm of a hemangioma on the lip of a baby in Inner Mongolia?,symptoms
How to treat condyloma acuminatum? I have look a doctor for two months...,method
What is the disease of diaphragm bump,definition
Hello! Can I take oral venlafaxine hydrochloride extended-release capsules if you suffer from anxiety? What is the dosage?,usage
"salutation, I employs to have bean-induced arrhythmia, tachycardia, which eventually head to myocardial infarction. directly it has become bradycardia. It may be ticker flaw. displace I study Shexiang Baoxin Pill?",method
What's the matter with abdominal pain?,cause
"hi, i would like to know is the coronavirus one virus or mixed with other viruses as i been told by someone?",disease manifestations
My mother is very thirsty every day and she drinks a lot of water and urinates a lot. Can I use Xiaoke Pills if my blood sugar is not high?,applicable disease
my son is 2 month old and when he was one month old then namuniya atak him and he was admited one month in eraz hospital in balagung and after 15 days he having problem in the breathing he cant breathing well can u tell me what is the problem he have and what is the sulation?,symptoms
"Children always like to cough more at nightPoint, there are very few days, what is the problem? ",cause
"Can I take Sanjie Analgesic Capsules, and I feel flustered, what medicine should I take for the symptoms and what are the emergency measures?",treatment
"My baby is two months old, he has not had a bowel movement for four days, and his farts are smelly. What should I do?",treatment method
"What should I do if I can't sleep in the early rat of pregnancy? I'm 2 months pregnant and I don't jazz what happened recently and I can't sleep, what should i do?",treatment
What is intellectual disability?,definition
"Excuse me, what should I do if my foot hurts after cramping? Can pregnant women take medicine? If not, is there any other way?",ask more
"Hello, for the treatment of depression, what are the manufacturers of paroxetine hydrochloride tablet?",usage
"Dad has coronary heart disease. He used to take other medicines before, can he switch to other medicines now?",treatment
"I want to asks, my penis is itchy, there is discharge, and it hurts a picayune when urinating. I do not acknowledge why?",disease manifestations
"Allo, doctor, can diabetic patients read kininogenase enteric-coated tablets for a long time?",usage
What are the symptoms of the cranial periosteal sinus,disease manifestations
ass bad breath be healed?,method
What should I do if I have enteritis during lactation?,treatment method
"Stomach pain, when I sit down, I feel something pounding up from the anus, it's better to stand",cause
How should a 33-month-old girl swallow calcium trisodium gluconate,usage
"Yesterday I discover a white hickey on the inner side of the labia minora. After expunge it, it was a tiny Hell. It does not spite. It usually itch but not very ordinarily. be it condyloma acuminatum?",disease manifestations
What to do if a 5-year-old child urinates frequently,treatment
Psychological upshot have caused me to have erectile dysfunction now. Is taking dapoxetine hydrochloride tablets effective?,applicable disease
What's the matter with abdominal painfulness?,cause
Can Shensong Yangxin Capsules be used to treat premature atrial contractions?,cause
"Hello, can I claim the Anshen Capsules off and take them with water? Will it affect the medicinal properties?",usage
"What should I do about urinary tract infection, what problems should I pay attention to, and what to do?",ask more
"I'd like to demand, what should I do if there is a sting pains at the root of the thigh with two-fold kidney stones",disease manifestations
"Hello doctor, may I take Wenxin Granules for my myocardial ischemia? Thank you",applicable disease
