text,intent,label
was the venlafaxine extended-release capsules sent to guangzhou better than fluoxetine hydrochloride treatment?,ask more,1
what are the early symptoms of interstitial pneumonia,symptoms,6
i always have high blood pressure and feel dizzy recently. can i take compound gastrodiamid cyclic glycopeptide tablets?,treatment method,8
"i do not hump if it's allergic or rubella. there are red things all over my eubstance, it's itchy, and i have a kiddo fever.",symptoms,6
"recently, i have been coughing all the time. i bought some medicines for cough, but the effect was not obvious. the result was interstitial pneumonia. what are the initial symptoms of interstitial pneumonia?",symptoms,6
what medicine should children take for diarrhea,treatment method,8
"being woken up in the morning without warning, i have been feeling flustered. what's going on?",symptoms,6
"my right ankle has been fractured for 70 days, can i walk? then i sit at shape for a while, what should one do if my foot is swollen",treatment method,8
"hi, doctor, may i ask if qili qiangxin capsule is effective for suspected supraventricular arrhythmias? thank you",applicable disease,0
"it's been a while since i've been suffocated when i slept, and i always feel breathless, but i didn't pay much attention to it myself. during this physical examination, it was found that it was mitral regurgitation, and i needed to be hospitalized. i just wanted to ask, how to treat mitral regurgitation?",treatment,7
can i fill coenzyme q10 capsules for a long time without any discomfort?,usage,9
"my father-in-law has intractable headaches, so i would similar to ask, is tiapride hydrochloride tablets effective for intractable headaches",applicable disease,0
"hello, i've been feeling itchy underneath recently, and i always want to scratch it with my hands. what kind of medicine is there?",applicable disease,0
28 days neonatal diarrhea,cause,2
how to treat early high descent pressure should i take medicine,method,5
"tendon contracture caused by trauma, i purchased compound heparin sodium allantoin gel (kangruibao), it's a fiddling antsy after utilised, is it really normal?",symptoms,6
"requesting the physicians: the thorax is symmetrical on both slope, and the trachea is in the mid. the mediastinal fat space, that's, the blood sailboat fantasm is assoil, and there is no obvious lymph knob widen shadow. there was no obvious stenosis and other amend in the bronchial blast. the lung fields on both slope were overtly marked, and round nodules and cord shadows were seen in the abject temporal of the left lung and the upper lobe of the right lung. the scurvy lobe of the left-hand lung was limitation, and the transparency of the lung increased. there is no observable abnormality in the pit.",disease manifestations,4
"hello doctor, can this medicine treat hyperthyroidism?",applicable disease,0
mode to regale cranial periosteal sinus,method,5
"it was the initiatory time for hypothyroidism that i subscribe euclidean for 13 days. two felt dizzy every day, people were very jaded, and my limbs were breakable. i awoke up in the morning with a finger of vomit and sweating.",disease manifestations,4
"hello! i would like to ask, my father's blood sugar can't belong down??? what kind of medicine do i use? dismiss diabolo capsules work?",method,5
"my kernel is often stodgy, as if there is air pressure in my bosom that can't come out. i spirit comfortable when i engage a long breath. sometimes i'm upset, i feel like beer, and i don't sleep well. sometimes my hands tremble. throat is tight, and it will heal after a while. may i ask if it is coronary heart disease, block to treat it.",cause,2
"i often drink and socialize, and i like to eat some spicy food, which leads to hemorrhoids, but the hemorrhoids are relatively mild. if i want to cure them as soon as possible, how should i treat them?",treatment,7
will the external hemorrhoids be good?,treatment,7
mode to ocd,definition,3
how to treat internal hemorrhoids? how much does it cost?,ask more,1
"hello doctor, i would like to expect how nitrendipine is used to treat high blood pressure",applicable disease,0
"i don't know why when i breathe or cough or skip rope, my urine will flow out involuntarily. what medicine should i take to get better.",applicable disease,0
is it safe to eat food prepared by someone with coronavirus? even if they wear a mask and gloves?,ask more,1
how to name facial neuritis,disease manifestations,4
rectal adenocarcinoma is moderately differentiated and has no lymph node metastasis. is there any taiwanese medicine for adjuvant therapy?,treatment,7
"what's the matter with the trembling of my hands? it's been almost 3 months since i gave birth, but it's still like this. i'm so worried!",symptoms,6
"hello! excuse me, every time i'm about to finish peeing, i always feel a little bit of urination",disease manifestations,4
what is innate diaphragmatic hernia,definition,3
"what should i do if the baby's anus is red and festering? when he poops, it's watery, and squeezes it out little by little. the baby only cries every day for more than ten years and sleeps less. what should i do?",treatment method,8
my stomach hurts all the time. i don't want to eat anything and vomit.,disease manifestations,4
"i would like to enquire if the baimida injection for the treatment of diabetes is align to 0.5 micrograms. after the first injection, there is no need to correct it again. the second time i continue to purpose it again, thank you!",usage,9
what are the manifestations and diagnosis of enlargement nerve?,symptoms,6
"excuse me, why does the genitals often itch after unilateral hysterectomy and ovary removal?",symptoms,6
what is the reason why the baby spit up so much?,cause,2
"hello, the old man in the family was found to have osteoporosis, and he had some adverse reactions after taking rogaquin. do you kids have similar drugs?",applicable disease,0
"the hemorrhoids fall off, the epidermis becomes black, ulcerated, it hurts to walk, and it comes out after being squeezed in. i don't want surgery. how to treat conservatively?",treatment,7
"i'm a sophomore. when i was in high school, there was an obvious sound of airflow in my odd ear, and there was a resonance phenomenon when i spoke, but it was relatively mild before, only about thirty or xl minutes a day. it has been a batch of nonpareil or deuce hours for two years, and i have involve mecobalamin tablets and ginkgo biloba drop pills for the past two months to improve, but there is still such a site, what is last on?",cause,2
"sequelae of cerebral hemorrhage have by high rip pressure and numbness in feet, hands and face, ask if i eat tianma capsules",applicable disease,0
what is various hepatic hemangioma,definition,3
"if such a condition occurs, what medicine can be used to treat it? urinary tract infection",applicable disease,0
"i suffer from frequent ventricular and atrial premature contractions, i often have a little headache, and sometimes the pain is so painful that i can't sleep. the doctor gave me aprinidine hydrochloride, and i felt a little dizzy after using it. what's wrong with this?",disease manifestations,4
what is facial neuritis,definition,3
hi. what medication can i take for sinus and headaches during this time of the virus? thank you.,treatment,7
what grounds copd and how to treat it,ask more,1
how to treat chronic bronchitis,treatment method,8
what is the cause of dax,cause,2
it's not normal for the baby to have a bowel movement,cause,2
what's the count with frequent urination,cause,2
what's the problem with urethral plutonium?,cause,2
"hello doctor! i have recently suffered from chronic urethritis, what should i do and what to eat",applicable disease,0
"excuse me, doctor, i have a kidney stone 0.6 times 0.4cm, what can i eat to excrete it?",treatment method,8
rear rongchang anal tai navel stick be utilizing with mayinglong hemorrhoid cream?,usage,9
can palpitations eat eternal true tablets?,treatment method,8
"how can i get fat, is there a physical problem? i want to go to the toilet as prospicient as i eat, once or twice a day, citizenry are slender and easily hungry,",ask more,1
is angina aching shoulders,definition,3
how many tablets of furosemide should be taken a day,usage,9
"earlier taking a shower, i found a soy-sized lump on my labia majora, which isn't painful or fidgety, and then i palpate healthcare there were some minuscule particles around me. do i've condyloma acuminatum?",disease manifestations,4
what's up with variant asthma?,definition,3
"what should i do about leg pain during pregnancy, is there any good way to relieve this situation?",treatment method,8
what to do with headaches during pregnancy,treatment,7
"hello, what medicine should i take for hydronephrosis and kidney stones?",applicable disease,0
"i want to ask, my palms and fingers are peeling, is there a lack of vitamins or something?",cause,2
"i would like to ask. for the symptoms of palpitations, shortness of breath and palpitation, is you taking baizi yangxin pills effective?",ask more,1
"before pregnancy, i was a constipated person, popular",treatment method,8
baby can manipulation kangenbei changyanning syrup,usage,9
"58 years old, i have been taking insulin, and now my kidneys are not good. what can i eat to nourish my kidneys?",method,5
how do you get hpv on the cervix? is it from skin to skin contact during intercourse from a partner’s genital touching the cervix? thank you,cause,2
"the break of the veal didn't heal. after two months of skeletal graft surgery, i feel botheration at the site of the calf bone graft",disease manifestations,4
i have low pressure and high. can i eat shi huida now?,treatment method,8
"my friend recently took pramipexole hydrochloride tablets, what are the principal symptoms of parkinson's disease? can require pramipexole hydrochloride tablets improve?",ask more,1
"the arm hurts a little from time to time, but it's not on the joint, it's just a headache in the middle of the arm",symptoms,6
"a ct visualise was performed today to show that the thorax is symmetrical, the indulgent tissue of the chest wall is clear, the texture of both lungs is increased, and a small-scale tubercle about zero.five cm in size can be visualise in the posterior segment of the upper lobe of the left lung. the boundary is not clear-cut, the trachea and main the bronchial opening is unobstructed and no obvious tumesce lymph nodes are found in the mediastinum. no abnormality is found in the cardiac shadow and the shape of the great lineage vessels. the cells are novel and the shape of the great blood vessels is not abnormal. the two hilums are not large",definition,3
how to therapeutic hypertensive vertigo completely?,method,5
the son is 15 months old and has an oral hemangioma; and it is a mixed type. when is the treatment time for an infant in inner mongolia with a hemangioma?,treatment,7
grandpa suffers from schizophrenia. a friend recommends aripiprazole tablets. what kind of medicine is aripiprazole tablets?,ask more,1
"i often can't urinate all the time. it's been two years. after urinating, i always feel that my stomach is holding back urine and i haven't finished urinating. what kind of examination do the doctor need to do?",treatment,7
"hello doctor, my daughter has been falling asleep recently, coughing a little or two, and then swallowing hard as if something blocked her breath, as if she couldn't finish swallowing something. it will be fine again. i took the anti-inflammatory medicine, and the sling needle was shot this morning. it happened again just now, what's wrong?",disease manifestations,4
what medicine should i take for pus from the urethra,applicable disease,0
"i have suffered from internal hemorrhoids for a week. i have a lot of blood when i defecate, and it is not painful. i usually feel that the anus is very itchy. the mayinglong hemorrhoid suppository is ineffective. after finding a chinese medicine, it recurs. how should i treat it?",treatment,7
what should i do if i can't bear the urge to urinate,treatment,7
drying stool with ancestry,disease manifestations,4
is wenxin granule suitable for premature beats and heart disease?,applicable disease,0
"in the past, the internal hemorrhoids would retract by themselves when i had a bowel movement. the prolapse has not retracted in the past two days, and it was very painful. what degree of hemorrhoids is this, and how should i treat it?",treatment method,8
how is emphysema caused? how is emphysema caused? how is emphysema caused? how is emphysema caused? how is emphysema caused? what is emphysema? how is it caused? how is emphysema caused?,cause,2
what is complex congenital chest disease,definition,3
what's wrong with a pea growing around my anus and it hurts?,cause,2
"the genital frenulum has granulation, some online say it is do by condyloma, some say it is caused by inflammation, i wishing to know which one?",cause,2
"rationalize me, what should i do if i don't have my period and i'm not pregnant?",ask more,1
"doctor, may i ask, what medicine should i take for urinary tract infection?",applicable disease,0
"frequent urination, urgency, and pain in urination these days. i have paroxysmal pain in the lower abdomen. considering the possibility of cystitis, i have taken chinese medicine diuretic and anti-inflammatory pills. i would like to ask about the early symptoms of cystitis. which",disease manifestations,4
can diabetics use tripterygium wilfordii tab to treating arthritis?,method,5
does neurofibromatosis need surgery?,method,5
"excuse me, what should i do if the vagina is uneven or shine and sometimes bleeds?",disease manifestations,4
the child has rectal stricture and needs surgery. what are the main symptoms of rectal stricture?,disease manifestations,4
sanitary education for intellectual infarction?,method,5
what's the matter with neonatal suppurative meningitis,definition,3
what job can i do to get pneumoconiosis?,cause,2
stomach pain during menstruum.,cause,2
"father is 75 years old and has high blood pressure, diabetes, gout, myocardial infarction, coronary heart disease. can i take taiga medicine for a long time?",applicable disease,0
"the acne on my face is very obvious, and there are some yellow water. i have always wanted to treat it, but i don't know how to completely treat the acne?",symptoms,6
painful urination refers to pain in urine? where does pain in urination refer to pain in urination?,disease manifestations,4
"what's the matter with incessant urination,,",cause,2
why might a dirty mouth cause myocardial infarction?,cause,2
"the sore throat started two days ago, there is thick phlegm in the throat, sleep phlegm affects breathing, has a headache, started to runny nose this morning, and my legs are soft",disease manifestations,4
discourse of trichomonas urethritis,treatment,7
"jiantangning capsules are said to have better hypoglycemic effect if they are submit before meals, right?",usage,9
what should i do if my 12-month-old child has bad digestion and diarrhea,treatment method,8
follow rifampicin capsules and ethambutol hydrochloride tablets a medicine for pleurisy,applicable disease,0
"i still have nine day to menstruate. the breasts have been sore in the past two days. this afternoon, my tum hurts and there is a little blood when single go to the toilet. are you pregnant?",definition,3
what is the causa of athetosis,cause,2
"excuse me, doctor, high uric acid and diabetes, can i take sodium bicarbonate tablets",applicable disease,0
"some time ago, it was a little tingling when urinating, a little frequent urination, and a little nauseous. what's wrong with menstruation too early?",disease manifestations,4
"the dosage of glauber's salt and other traditional chinese medicines is different for fumigation of hemorrhoids. why? the hemorrhoids can't run back. ace have used mommy yinlong ointment, anal thai, and the effect is not proficient. now the fumigation is not ideal, how to relieve it?",ask more,1
i have had constant chest inf was hospitalised for 4 days said they think phnewmonia out now still on lots of anti biotics and steroids however i'm still sweating have right lower back pain and still really coughing and short of breath. i am mbl deficency and alpha 1,symptoms,6
"follow there a treatment for epilepsy in bengbu?? my pal suffered from epilepsy when he was very young. according to my sire, the doctor said that my brother's epilepsy belonged to primary epilepsy. it is best to operation medicines to treat it, but the place hasn't been thoroughly since then, and i have deux or two examples every year, so my pere wants to solves this jobs through operative treatment, but i am static a petit worried, so i came to consult this the most scientifically processing method for the disease.",method,5
what's amiss with cardiac tamponade?,definition,3
is suanzaoren effective in treating insomnia? how can i eat it to treat insomnia? i always have insomnia after return parturition to my baby.,ask more,1
"how to cover diabetes well, frequent urination and urgency to urinate",treatment,7
how much is a box of xipu miao? how many boxes can iodin buy for a discount?,ask more,1
what are the symptoms of early stage tumors? diarrhea?,symptoms,6
"when is the decent time to strike calcitriol and calcitriol, and will it cause the drugs to offset each other?",ask more,1
what's wrong with neurofibromatosis,definition,3
"every night when i sleep, my brain recollect about things, and i feel a little tight in the half-sleep and half-awake express",cause,2
the 11-year-old child has a pain in his butt after he has diarrhea and bleeding. what's the matter?,cause,2
"the seven-month-old baby has diarrhea for six months. some are watery, sometimes snot-like and sticky. the stool has been tested.",disease manifestations,4
what should single do if i have hemorrhoids during pregnancy?,treatment method,8
"this morning i woke up with an extremely dry cough that hurt when i tried to inhale deeply (think yoga breath deep). checked temperature never got over 99. sometimes 98.5, 98.7, or 99.1. as the day progressed muscles begin to ache and headache started. alo",symptoms,6
what should unity do if i have endometriosis with uterine fibroids?,treatment method,8
"hello, can i use angong jiangya pill to therapeutic my aunt's palpitations and dreams",applicable disease,0
cost there any 50g60 azathioprine tablets?,usage,9
"physician, the old man is read wenxin granules. the doctor recommends taking it after lunch. how long does it read for substantially outcome?",usage,9
"did the examination, the doctor suggested to install a pacemaker, isn't wenxin granule for people with tight heart?",applicable disease,0
"hello, my child is 50 days honest-to-god and has bad bowel trend. he is drinking simotang oral liquid for two days. the reserve says that a course of treatment is every 2 days. , thank you",usage,9
"triple, shortness of breath, flustered, upset, lethargic! i'm a cheerful woman, am i recuperating in bed now?",disease manifestations,4
how to goody discriminating cerebral coronary?,method,5
what is the malady of spontaneous pneumothorax in the fourth-year,definition,3
i want to inquire if you can leases wenxin granules directly with water instead of rinsing them in a cup,usage,9
"tingling in the urethra, what's the count?",cause,2
how to treat and relieve external hemorrhoids for 2 years?,method,5
what topical medicine is used for anal itching,treatment method,8
which insulin injection is wagerer for line sugar supervise?,method,5
can covid-19 be transmitted sexually? can any coronavirus be transmitted sexually?,ask more,1
"sneezed very badly, then had runny nose, coughed bronchial cough on the third day, and then strike ambroxol to cough. the cold is not good, can i remove loratadine",usage,9
"i got pneumonia last year, with a lilliputian inflammation in the depleted lobe of the left lung. the medicine prescribed in gu'an county hospital, after film western medicine for a month and traditional chinese medicine for more than troika months, has not improved, and there is lull inflammation in the review.",cause,2
what is the usage or dosage of ning yaokang capsules?,usage,9
"i felt palpitations recently. i function to the hospital for a check-up. when the physical examination report came out, my tenderness was flustered. it was sinus bradycardia. i would like to ask what is the suit of sinus bradycardia?",cause,2
what is the dosage of agomelatine? how to take it?,usage,9
can patients with epilepsy take debakin sodium valproate extended-release tablets?,applicable disease,0
why did you get cervical cancer at such a young age,cause,2
"i was diagnosed with condyloma acuminatum at the local hospital. condyloma acuminatum much appears. there are many minimal swelling skinny the genitals and anus, which are very analogous to tits. two do not fuck how to treat them. . rightaway i have this disease and do not screw what to do?",method,5
"hello, my friend get from gout. can i use herbal infusion tablets to treat gout?",treatment method,8
"axerophthol best psoriasis specialist hospital in shanghai? a few days ago, i suddenly discoveries a plenty of ringworm on the personify, the cast isn't regular, there are a lot of bianca dry scabs on the surface, a very midst diaper, and these ringworms are nonetheless very stubborn, and many kinds of salve have not been cured. later, after examination, they have skin illnesses psoriasis.",disease manifestations,4
"last month, my time came on the 6th, i left on the 11th, and then one had sex on the 1st, but i did not ejaculate. expeditiously my period has been deferred for ternary days, what is the matter",disease manifestations,4
"the urethra was tingle when i defecated this morning, and i urinated very little, but i consistently felt like i had to urinate",disease manifestations,4
what should pregnant women eat for constipation,treatment,7
what's release on with medulloblastoma,definition,3
iodine cut my hands a little deep when i was cutting vegetables. is it useful to apply iodophor?,usage,9
"my uncle has repeated finger and calf cramps, how can i treat it effectively?",treatment,7
what should i do if my skin is cherry after using safflower oil,treatment method,8
"hello, i would like to ask if the aids detection antibody is accurate for about a year and a half? does hyperthyroidism affect the results? do you have aids? thank you",ask more,1
what is the disease of diaphragm bump,definition,3
how to handle external hemorrhoids,treatment method,8
"excuse me, can i use zhenju antihypertensive tablets to treat my uncle and daughter's hypertension",applicable disease,0
2 mois featherbed diarrhea,disease manifestations,4
how to screen for rectal cancer,treatment,7
the cavernous hemangioma of the depart upper arm. my child has a cavernous hemangioma on the left upper sleeve. it has been 5 months and has a cyan bulge. how can i cure the hemangioma on the forget upper arm of the infant in internal mongolia?,treatment method,8
"doctor, hello. does yi'anning pill have any effect on high blood pressure, thick blood lipids, and blocked blood vessels? it is used by the elderly. thank you",applicable disease,0
be risperidone tablets suitable for schizophrenia?,applicable disease,0
when is the shelf life of zhenmu shengu capsule? what injure will it crusade if it decease?,usage,9
what lotion should i use for moderate redness accompanied by fungal infection?,method,5
hypertensive intracerebral bleed care footmark?,method,5
"hpv high risk 39 low risk 11, atypical squamous cells of unknown significance can be seen by tct",disease manifestations,4
what is intellectual infarction,definition,3
"cost there any treatment for condyloma? there is only a small polyp wart, what should i pay attention to, will it be communicable?",treatment,7
what is the best solution for sagging breasts in adolescent girls? a complete solution?,method,5
how lang does phenolamine take outcome?,usage,9
"maiden had a frigid, then a headache. after the cold, the headache returned. there was high blood pressure, and the ct indicate no blatant abnormality.",disease manifestations,4
how often do you take cod liver oil? the baby is 6 months old. i want to give him cod liver oil to supplement vitamins. how about taking it more often?,ask more,1
"the menstruation fare on dimitry 12th, and the menstruation is fluently detain. immediately the progesterone is 30.49nmol/l. the hcg is 2170iu/l, is it rule?",definition,3
"i'm always in a low mood, i'm not interested in anything, i lose my temper at every turn, even cry, i have social barriers outside, i don't dare to talk to others. i always want to die. when i get emotional, i can't control it at all. self. is this depression?",method,5
"explain me, can garcinia japonica tablets treat lumbar disc herniation?",applicable disease,0
"apologize me, what is the topic with menstruation only a little each time?",symptoms,6
"some time ago, i found that there are some particles growing in my vagina. now i find that it grows more and it will be itchy. i have never fucked. i suspect that i have condyloma acuminatum. is there any way to cure it?",cause,2
"excuse me, what if the irregular ity menstruation is not very regular?",treatment method,8
i don't like to eat what medicine,applicable disease,0
"hello, i would like assistance with managing a ongoing cough that may or may not be linked to corona virus. a colleague stated their possible exposure to someone who tested positive. the cough started more than a week ago. ?",method,5
?hello??my mother had a stroke? she took 7 angong niuhuang pills??? now she feels very cold?? bathroom i consume suhexiang pills?,applicable disease,0
can i use hemorrhoid medicine during breastfeeding?,usage,9
seek home remedies for tackling bronchitis,treatment method,8
"i have acute pericarditis, my chest hurts all day, and my body is getting worse and worse. i don't want to eat. is it cured?",treatment,7
what should i do if my finger is sore,symptoms,6
should i use tremella spore sugar capsules to treat hypothyroidism? what is the efficaciousness of this drug?,applicable disease,0
what should be the maintenance dose of aripiprazole orally disintegrating tablets? is one tablet a day okay?,ask more,1
can i take some berberine hydrochloride tablets for diarrhea? how to treat it? please answer! thank you!,ask more,1
"i just retrieve out that i have condyloma acuminatum. it has been more than two months now. it doesn't hurt, it doesn't scabies, and there is no style problem. how did i vex it? how should i treat it?",method,5
is the condition serious? is there any medicine for urethritis?,ask more,1
what medicine can be employ for a small penis,applicable disease,0
what is the cause of migraine in pregnancy,cause,2
patient gender: male patient age: 47 i have type 2 diabetes for 8 years and want to inject insulin my pre-meal blood sugar average is 8 and post-meal average is 13 how many units of insulin should i inject at a time? long-acting insulin how many units in one injection how many units in one short-acting injection?,applicable disease,0
how to deal with continuous attacks of angina pectoris,treatment method,8
"fuyang children's epilepsy hospital?? the 2-year-old baby does not sleep at night and is troubled. the whole family is exhausted. the initial diagnosis is that the baby has epilepsy, and the eyes seem to be nailed during the seizure. the same, keep looking at the top, i don't know which side is motionless, after waking up, it is fine, can the troubled child be cured?",ask more,1
"the first five days or so i had a good cold, followed by a sore throat, only the left side hurts, and it hurts to drink water. i went to the pharmacy twice to get anti-inflammatories and finished eating, but i always feel that i always urinate when i sit down or before going to bed. endless urine?",symptoms,6
i have a petty pain in my lower abdomen. i have diarrhea and pain when i catch a cold. will taking changweining tablets go? i also have high descent pressure and people with high blood sugar can consider changweining tablets?,ask more,1
ulcer in baby's mouth,disease manifestations,4
"excuse me, what's the matter with the painfulness in the left labia minora?",definition,3
"doctor, i've been stinging with blood in my urine recently, i'm worried, what should i do?",treatment,7
two-month-old child hiccups and often spit up milk,symptoms,6
"hello, how to solve urinary incontinence",treatment,7
"what should i do about shiyou?? my eldest brother-in-law, condyloma acuminatum is very grievous during this time. it's right at the post of the rear, and i don't feeling like sitting. i have to lie down after the medicine is applied. , don't mention how uncomfortable it is, and then the medicine is not very efficient. i don't feel comparable rust anything every day. what should i do if i have condyloma acuminatum?",treatment method,8
will lysol wipes kill coronavirus? how long can coronavirus live on household surfaces?,ask more,1
"hello, what kind of disease is tongluo pain removing cream suitable for?",applicable disease,0
"ceftriaxone sodium for infusion, can i taking clarithromycin capsules at the same metre?",usage,9
constitute there any medication for a small penis,applicable disease,0
is it good to eat walnuts in the first three months of pregnancy? when is it the best time to eat walnuts for the baby's later intellectual development?,ask more,1
how to kickshaw ocd,treatment,7
"my sister has a weak spleen and stomach, lacks appetite, anorexia, and abdominal distention. can i utilisation jianwei xiaoshi tablets to help process this situation?",applicable disease,0
"my husband has been hiccupping since yesterday, may the doctor have any way to treat it quickly",treatment,7
the shoulder joints are very hurtful these days. i went to the clinic and the doctor prescribed glucosamine hydrochloride capsules. how should iodin learn them?,usage,9
what to do about itching approximately the outside of the anus?,treatment method,8
i have been sick with a sinus infection and tonsillitis over the last week and a half. i am on antibiotics for these. now i feel it in my chest. i am coughing non stop. my throat doesnt hurt much just from the coughing. my chest feels heavy and i have some issues with breathing. could this be bronchitis or pneumonia ?,cause,2
"ii days before, my mommy was hospitalized due to acute myocardial infarction. i reckon she's usually very bewildering. single did not witness anything wrong. i suddenly stimulate this disease. i want to know the earliest appearance of acute myocardial infarction symptom.",symptoms,6
can i require an yi milk powder after hysterectomy? mainly because my left foot is sore and i can't sleep at nighttime. could it be caused by calcium deficiency?,applicable disease,0
"i had pericardial effusion before, and there were no obvious symptoms at first. the doctor asked me to observe it for a while. then i went to check yesterday and the doctor said it was malignant pericardial effusion. i wanted to ask what is the matter with malignant pericardial effusion. ?",definition,3
"excuse me, what kind of symptoms is the fluvoxamine maleate i want to buy mainly used for?",applicable disease,0
"i heard that yulong oil has some result on the treatment of join inflammation. may i ask, what are the main components of yulong oil? how effective is it?",ask more,1
"it has been serious for a few months, and the phlegm is positive",symptoms,6
"hi, my mom is 65 years of age, she never took any medication except for antibiotics in march when she broke her wrists of osteophyroses, about 4 weeks back she went to a doctor for a cough who tokd her she had brochites, and gave her a antibiotic of 400mg that she had to take twice a day, then that night she got worsr, thwe next day she went to another doctor who admitted her to hospital, said she had neumonia.shes been in icu ever since. she develop water in her lungs, her kidneys and liver had failed to work twice now, and she have infection in her muscles, (cant walk, talk & struggle to brath.",symptoms,6
"my correctly side of the face is twitching under the eye, what is the cause?",cause,2
experiencing pain and swelling accompanied by warmth to the touch with a red patch around my elbow. also experiencing body aches. what could be the problem?,symptoms,6
unity launch condyloma acuminatum on the labia during my inspection at the city hospital last week. what can i do to prevent it from recurring? what should ane eat more?,disease manifestations,4
"hello, i would like to ask, can longxuejie capsules be used for heart disease and patients with bronchitis?",applicable disease,0
who take ocd easily,cause,2
"my father has a terminal heart attack and the pain is unbearable. can i take lugaike? a gastric tube has been inserted, can i put it in after hydrolysis?",ask more,1
"epilepsy is a genera of common brain maladies. it is a kind of chronic disease that have short-term brain dysfunction due to abnormal discharges of cerebral nerves. epilepsy is a kind of severe brain disease, downright sudden seizures, disregardless of location or occasion, reason capital harming to the life and health of epilepsy patients.",definition,3
"i've been coughing aggressively for more than a week and i've drank a lot of medicine, su huang, and i still have a box of coughing. there is no apparent problem with the ct scan. what should i do?",treatment method,8
"how does a urinary tract infection drive,",cause,2
quoi to do with diarrhea in a three nestling,method,5
"my child is 16 months former and has a congenital capillary hemangioma. he has examine a doc in hubei and shanghai successively, but there is no treatment consequence. this year, the foreseen surface of the hemangioma is more obvious. the danger of hemangioma slow the auricle of infants in inner mongolia is it grandes?",disease manifestations,4
what is good to eat with low blood pressure and what kind of milk should i drink,treatment method,8
how tcm treats mettle palpitations,method,5
want to ask if you can drink alcohol while taking fluvoxamine maleate,usage,9
"i only had a little cough at first, and then i just ate canned peanut milk, and when i came back crying, i kept coughing, what happened",cause,2
treatment of baby diarrhea,treatment,7
doe mirtazapine required to be hold long-term?,usage,9
"ten days after hemorrhoid surgery, when will i be able to recuperate?",treatment,7
"my mother is a heart patient, but she doesn't sleep well. can i take soothing brain solution?",applicable disease,0
"pregnant women are always tossing and turning and can't fall asleep. what can i eat to help sleep? i also tried drinking fresh milk, but it didn't help.",treatment,7
how to take buchang wenxin granules (sugar-free)?,usage,9
"freshly, my throat is a tiny uncomfortable, and i e'er cough. it feels a bit alike bronchitis. are there any other symptoms of bronchitis?",symptoms,6
how to plow irregular menstruation after childbirth?,treatment,7
"hello, one exploited to have bean-induced arrhythmia, tachycardia, which eventually led to myocardial infarction. now it has become bradycardia. it may be heart failure. can i contain shexiang baoxin pill?",method,5
"maybe because i have familial heart disease, i was recently diagnosed with unstable angina pectoris, i am very depressed, i am not yet 40 years old, i want to ask, unstable what medicine should i take for angina pectoris?",treatment,7
hello! should i take henggu with bone healing agent immediately after the fracture?,applicable disease,0
"i heard from a friend about cervical spondylosis, what is the effect of taking garcinia japonica tablets?",applicable disease,0
mode tcm delicacy heart palpitations,method,5
what organs does rectal cancer metastasize to,definition,3
what's the matter with low blood sugar if i haven't used hypoglycemic drugs for more than 10 days,cause,2
can the baby take cod liver embrocate at 8 months?,usage,9
cough without sputum for more than ten days and found a small amount of effusion,symptoms,6
i have external stomach hemorrhoids as an office worker. what are the remedies for treating external hemorrhoids?,method,5
i found condyloma acuminatum on the labia during my inspection at the city hospital last week. what can i do to prevent it from recurring? what should i eat more?,ask more,1
why do you find turbulent and palpitations when you think about your partner,definition,3
where do hemorrhoids usually grow? what should i do if i have hemorrhoids?,ask more,1
"leg cramps, indigestion is easy for mycoplasma inflammation, so annoying, how should i treat it?",treatment,7
"i want to ask about diarrhea. i have taken medicine in the afternoon from 5:00 a.m. yesterday, but it still doesn't work. can bacillus licheniformis capsules and smecta be taken together?",usage,9
what causes abdominal pain,cause,2
"hello, i finally feel like i can't pee now, what medicine should i take?",applicable disease,0
why can't i hold back my urine?,cause,2
what is the cause of frequent urination and urgency? how to treat and what medicines to take will affect sexual function,treatment,7
"i bought thiamphenicol and reassign factor oral fluid, i do not know whether to take it before or after meals",usage,9
what is the reason for the instability and palpitations,disease manifestations,4
"excuse me, what is the effect of this olanzapine tablet mainly used to treat?",ask more,1
"hello doctor, may i ask, what is the event of emphysema tablets, boils emphysema and chronic bronchitis? my nan is 72 years old and has chronic bronchitis for many years. well.",applicable disease,0
"my son is always saying that he is not feeling well. i didn't take it to heart at first. i thought he was lazy and didn't want to study. suddenly i received a call from the teacher saying that my son passed out at school. i rushed to the hospital. , was told he had atrial fibrillation, and i wanted to know, what is the cause of atrial fibrillation in teenagers?",cause,2
can children eat calcium gluconate before they grow up? what's going on?,applicable disease,0
"a little infection in the lowering lobe of the allow lung with antibiotics isn't efficiently for half a month, coughing and sputum, but the snot is tardily to cough up and sometimes chest pain",symptoms,6
how much should arthritis patients eat every daytime?,usage,9
what are the causes of copd?,cause,2
"on the thirteenth day after internal hemorrhoid surgery, single felt a little pain during bowel movements at noon, but pain when the anus was contracted. is this normal? what should i do?",ask more,1
i have a little pain in my lower abdomen. i have diarrhea and pain when i catch a cold. will taking changweining tablets work? i also have high blood pressure and people with high blood sugar can take changweining tablets?,ask more,1
what's fail on with spinal cord compression,definition,3
"work within two or two hr after eating. on both sides of the abdomen, potentially between the rib and the hip bone, there will be painless symptoms. it injury everything time, and it will recover after resting for about six bit",symptoms,6
