text,intent,label
What is the usage of Compound Shuangjin Hemorrhoid Cream?,usage,9
What kind of treatment is Fufang Huonaoshu Capsule mainly aimed at? How fairly long does it take for it to take effect?,ask more,1
"Hello, my mother just had brain tumor surgery, can I take stroke rejuvenation pills?",applicable disease,0
Xiaobao constipated for more than sixty-six jours,disease manifestations,4
"Hello, I feel like I can't pee now, what medicine should I take?",applicable disease,0
"Physiological curvature becomes straight, like coronary heart disease at the onset, rapid heartbeat, difficulty breathing, dizziness, nausea, blurred vision, and attacks every day at 5 or 6 o'clock in the afternoon. Excuse me, what is my condition?",applicable disease,0
"Hello doctor. My skin becomes red and hot when it is hot, and it becomes a local irregular block. It will be more serious when I am emotional, and it will return to normal in a slightly colder environment. Can you help me? what's going on",treatment method,8
The disease of condyloma acuminatum has brought a lot of inconvenience to my life. I hope this platform can give me hope and help me get rid of the torment of the disease. I also want to know the cause of the disease of condyloma acuminatum. What. Thank you in advance. What are the ways to treat this disease?,method,5
What should I do if my child is 11 months old and has an ulcer on his lingua?,method,5
What to do if the anus is scratched,ask more,1
How to use the pregnancy test stick?,usage,9
"The pain in the relentless abdomen thinks sagging. ane make threefold and constitute that it was hematuria. I've never had such symptoms before. Ces two days, I just feel hungry and full.",symptoms,6
How to carry out multidisciplinary diagnosis and treatment of bowel cancer,treatment method,8
"I was taking venlafaxine hydrochloride extended-release capsules some time ago, and now I feel much better. I am worried about the side effects of taking the medicine for too long, so I want to stop the medicine. Is this okay?",treatment,7
"Hello, can you eat Dahuoluo pills with numb fingers, please tell the doctor who knows, thank you",applicable disease,0
What's with the pericardial fricative?,definition,3
Why does urine fork???,cause,2
The bumps around the anus are the size of corn kernels and itchy? The happen around the anus are the size of corn center and itchy.,method,5
How to salve angina pectoris in pregnant females,method,5
Is it true or false that people say that the drug lamotrigine can treat epilepsy?,applicable disease,0
"What's wrong with headache, dizziness, dizziness, insomnia? It's been four and a half months now. Recently, I started to have severe headaches and insomnia at night.",symptoms,6
"Ask, how much is Debakin Sodium Valproate Sustained-Release Tablet? I want to buy it for my grandfather to deal epilepsy, but I don't know if it will forge",ask more,1
Is Wenxin Granule suitable for premature outsmart and heart disease?,applicable disease,0
What if a 2-year-old baby doesn't need to eat,treatment method,8
What are the reflexion and diagnose of hydropneumothorax?,symptoms,6
What to do if the baby has chronic indigestion and diarrhea,treatment,7
"The depart and flop middle finger and ring fingers, numbness and pain at night, and numbness during the day, I feel uncomfortable all over my body. It impact my daily life. What should I pay attention to? In terms of diet and work and rest",treatment method,8
"When there's a disease, it's also requisite to understand the shock of the seizure. We must understand this openly, peculiarly when suffers from epilepsy, it will land great bother to the patient and the patient's life. Thereafter paying attention to these, it's necessary to realize the most rough types of capture. Then, what're the types of seizures in epilepsy patients?",symptoms,6
"It doesn't hurt or itch, but it's a little inconvenient to turn your head.",disease manifestations,4
"I would like to ask, what should I do if there is a burning pain at the root of the thigh with double kidney stones",disease manifestations,4
"Excuse me, why is the mole on the pubic hair itchy?",cause,2
"Stroke patients, who have been for several years, can I take Huafeng Reconstruction Xinnao Reconstruction Capsules?",applicable disease,0
How to treat heart disease caused by high blood pressure,treatment,7
"The baby is 2 months honest-to-god, breastfeeding, and now the mother has a cold, sneezing, runny nose, and tears are aggravated for 2 days, headache, what medicine is better?",treatment,7
Methylcobalamin tablets are used to treat what symptoms and how to contain them,usage,9
"My daughter just penetrated junior high school this year. She suddenly told me she was dazed at noon today. I carry her to the hospital for a contain. The restore told me that it was sinus bradycardia, not severe. I wanting to requested about sinus Is bradycardia an arrhythmia?",symptoms,6
What to do with physiological diarrhea,treatment,7
What's improper with temporal lobe epilepsy,definition,3
"I have a slight flare-up of fire eye, can I remove Mingmu Yanggan Pill and Mingmu Dihuang Pill together?",applicable disease,0
Can endocrine therapy be used during pregnancy for breast cancer,treatment method,8
"Children often have enuresis, what should parents do?",treatment,7
What's the subject with chorea,cause,2
Does Qianggu Capsule treat kidney yang deficiency or kidney yin deficiency? Does Qianggu capsule treat kidney yang deficiency or kidney yin deficiency?,applicable disease,0
Is nifedipine controlled-release tablets harmful to the stomach when taken abandon? Can it be taken for a long time?,ask more,1
"Fuyang Children's Epilepsy Hospital?? The 2-year-old baby does not sleep at night and is riotous. The whole family is exhausted. The initial diagnosis is that the baby has epilepsy, and the eyes seem to be nailed during the seizure. The same, sustenance see at the top, I don't fuck which side is motionless, after inflame up, it is fine, can the troubled child be vulcanised?",ask more,1
rakehell sugar at 2.3. What kind of medicine can I use to dealing the mixed Menton insulin?,method,5
Is prenatal education useful for seven-month-old pregnant women? commode it affect the intelligence of the fetus in the future? What should unity pay attention to?,ask more,1
"My mother has Hepatitis C, and now she has herpes and the sequelae of herpes have severe headache and nerve pain. She can't sleep at night at all. After taking gabapentin capsules, she feels dizzy, and her blood pressure suddenly increases to 70. What should I do now? What kind of medicine can relieve her and let her sleep well. It has been a month of treatment, and it has been a week of baking lamps, infusions and injections, and there is no improvement.",treatment,7
"i have a dry burning sensation in my throat and no fever (temp is 35.6), i’m 24 weeks pregnant and worried that it may be covid19, do i need to have a fever with covid19? will my baby be okay?",ask more,1
What kind of hemorrhoid cream can be used in the third trimester,applicable disease,0
The child's hemangioma is difficult to operate. Now the patient needs to cover one eye to see when walking. I don't know if there is any way. How long does it take for the infant to have a hemangioma in Inner Mongolia?,treatment,7
Can you help me introduce a kit that can treat penile sensitivity and premature ejaculation? Please help??,applicable disease,0
"I am 54 years old, with a slight high iii, can I subscribe Angong Niuhuang Pills and how to take them?",usage,9
"Allergic to norfloxacin. Rapid heartbeat. There is exudate after the skin is broken, how to treat it without scab healing?, Thank you",treatment,7
"Guilu Bushen Tablets? Indications? Can a small penis be cured? I just checked, and there are Guilu Bushen Pills. Is it the same as Guilu Bushen Tablets?",ask more,1
"Hello, is Tianwang Buxin Pill a drug expend to goody heart disease, can it be used for myocardial infarction, thank you",applicable disease,0
"I would like to know, how is the effect of Tongluo Kaibi Tablet in treating rheumatoid arthritis?",applicable disease,0
"I bought it for my grannie, what should I pay attention to when restaurants it?",usage,9
What's wrong with palpitations,cause,2
The shoulder joints are very painful these days. I went to the hospital and the Dr. prescribed Glucosamine Hydrochloride capsulise. How should I take them?,usage,9
one have been make antihypertensive drugs and coronary heart disease medication. Now I engender up and contract down a little dizziness and weak. The blood pressure is about 123 high pressure and low hale is about 26. fire I ceases the antihypertensive drugs.,usage,9
"Anyone is familiar with epilepsy. Epilepsy is a neurological disease that's alight to recur consistently. abide from epilepsy will rap our physical health all the time. , foaming at the mouth, and eve fatalities, so you necessitate to know more about the ailments. So, what are the first aid mensurate for spanking mal seizures?",definition,3
"iodine have angina pectoris, and I have tried many medicines but no effect. I learn from a friend that amlodipine besylate tablets (Anezhen) will have effective results, right? Will there be any side effects?",ask more,1
"Excuse me, what is the matter with a satchel the size of a soy bonce?",disease manifestations,4
"It is to supervisory ESR 4, the doctor said it may be tuberculosis. Everything else is normal",disease manifestations,4
"Are the side outcome of Xuesaitong dispersible tablet? Generally, there are quite a few side effects of drugs for angina pectoris.",cause,2
What separate of ailment is dysgeusia?,definition,3
How to treat kidney stones and what medicine to take,applicable disease,0
Can Dried Mud Capsules be took with high blood pressure drugs and glucosamine at the same meter?,usage,9
What to do with diarrhea in a one-and-a-half-year-old kid,treatment method,8
Is it better to do conization or hysterectomy for cervical precancerous lesions,ask more,1
What do you need to prepare for the start of the kindergarten? What do you need to explain to the child so that the child can study well?,ask more,1
"Recently, I have abide from blood stasis type vertigo. I often have a headache, so lots pain that ane can't sleep, and a little tinnitus. The doctor gave me Zhuyu Tongmai abridgement, and I feel sick after using it. What's wrong? already?",cause,2
"Excuse me, when can menstrual abnormality recover during the treatment of chocolate cyst?",treatment,7
Is highschool transfusion pressure known only after testing?,disease manifestations,4
The belly seems to be a little bloated and keeps crying,symptoms,6
"Neuralgia is so bad, sometimes the pain is so unpleasant, is it okay to take Sanqi wound medicine capsules?",applicable disease,0
.Metformin hydrochloride tablets should be taken before or after meals,usage,9
Where can I buy potassium permanganate?,ask more,1
"Only ane seizure. After various visits to some epilepsy hospitals, and thread imbed therapy, although the frequency of seizures decreased, it hap once a year or so, but the seizures could not be totally controlled, and the drug was slowly stopped later. , 1 and a half years after having a baby, I have another seizure recently, iodin want to know how I should treat it",treatment,7
What is the advantageously therapies for COPD?,method,5
"how many tablets of levofloxoacin would it take for a older person who is be told he is just coming down with pneumoria (he already has taken 4 pills & i am to give him another at 4 oclock, the reason i am asking this question is he had a fall & broke his hip but seem to have confusion & i had the doctor give him medicine for the confusion, but can not start it until he finish 6 more pill, thank you for any help you can give me.",method,5
What are the symptoms of pulmonary fibrosis?,symptoms,6
What's the question with neonatal suppurative meningitis,definition,3
How to treat advanced laryngeal cancer,treatment method,8
"The dosage of Glauber's salt and other traditional Chinese medicines is different for fumigation of hemorrhoids. Why? The hemorrhoids can't expire back. I have employ Ma Yinlong ointment, Anal Thai, and the issue is not salutary. Now the fumigation is not ideal, how to relieve it?",ask more,1
"Excuse me, the old man broke his rib, his lung was contused, and he could not cough out emotionlessness when he slept at night! What medicine should ace take?",treatment method,8
healthcare,symptoms,6
Is there a relationship between lung cancer and smoking?,cause,2
"I don't have a partner when I'm old. I also have physical needs. Every time I have a sexual urge, I go to the bathroom to find a girl. Every time I use condoms, I didn't expect I still have a sexually transmitted disease. I don't know what to do now. Can I still treat this? Methods of treating sexually transmitted diseases",treatment,7
"15 years old, female, my sister, the cough has not been cured. It has been half a year. She started coughing and took medicine before, but she didn't pay attention to her body. Taking medicine is better. I took a film and had a CT scan of the lungs, no problem, but the doctor said that the trachea was a little thick, and it was not good after hanging for more than ten days.",disease manifestations,4
What kind of medicine can I use to relieve this situation?,treatment method,8
I am a patient with renal insufficiency and have stomach flu. keister I take Huoxiangzhengqi Soft Capsules?,applicable disease,0
I want to see if Xiaoyao Pill is effective for neurasthenia. What is going on here? What exactly should I do?,applicable disease,0
"Excuse me, what is the dosage of clonazepam tablets?",usage,9
"Weighs 27 jins and is 128 cm tall. How very should I exhaust at a time! In my opinion, nothing is more important than retaining health.",usage,9
"I am 16 years old, my height is 1.66 th meters, and my weight is 66 kg. I am afraid that I will not grow ever taller if I am too fat. Can I take orlistat?",method,5
"A minuscule anger, the nose is hot and the breath is hot. i have a headache. What anti-inflammatory drugs I yield after taking the Lianhua Qingwen capsules will be good, thank you",treatment method,8
What is congenital heart disease?,definition,3
"Excuse me, what should I do if I don't have my period and I'm not pregnant?",ask more,1
How to kickshaw kidney stones and what medicine to take,applicable disease,0
What is the reverberate of haemangioma b ultrasound,definition,3
I have renal insufficiency. Now I have a cold and a sore throat. What medicine should I consume?,treatment,7
What are the advantages of traditional Chinese medicine in the treatment of liver cancer,treatment method,8
"explain me, the amount of murky black menstruation is very small, is it a disease?",definition,3
"excuse me, what's the morbid of a small amount of pelvic effusion determined by gynecological B-ultrasound?",definition,3
Let me first ask how to have eszopiclone tablets. Is it meliorate to take it any day or entire few days?,usage,9
"Hello, Dr. Guo, my little finger and ring finger are numb in both hands. What do you think is the matter?",disease manifestations,4
What should I do if the one-year-old baby has mental retardation? Is there a way to solve this problem?,treatment,7
What are the demos of focalise seizures in children with epilepsy?,symptoms,6
Whereof is one emphysema,definition,3
"Recently, I have been experiencing chest tightness and always feel tired. After I arrived at the hospital, the doctor said that I had atrial fibrillation and wanted to take medicine. What is the best medicine for atrial fibrillation?",treatment,7
rattling unfit anorexia,method,5
"I just often move my give and feet when I walk, and then I feel a little flustered. My hands and foot scratch to tremble constantly. In the case of eye gyre, I know it is epilepsy only after examination, but ace don't know what the principle of epilepsy care is",treatment method,8
"10 years, it's really uncomfortable, I feel uncomfortable, what can I do?, dry mouth",treatment,7
How unmanageable is pancreatic tumour operation,definition,3
How long is the best time to do an EEG after a febrile seizure,treatment method,8
What is the main function of Danlu Tongdu Tablet? Can it treat low back pain?,ask more,1
"Hello, my mother is over 70 years old this year. The hospital checkup is lumbar vertebral hyperplasia, is it effective to use Qizheng Pain Relief Patch?",applicable disease,0
I have been taking this statin for 20 days. Can I stop using this statin now? The fatty liver index found at that time was only a little higher. Solve,usage,9
How to hurry identify angina?,definition,3
"i have had sore throat and shortness of breath, tight chest since last monday. 8 days later and symptoms are not going away. no runny nose. i have been exposed to travelers. should i go for covid test?",disease manifestations,4
i just came back from london last week travelling with my family and i have a cough and a sore throat. should i test myself for covid 19? none of my family members have any symptoms as yet? thank you,method,5
Marche tight and sore throat is angina pectoris,symptoms,6
should patients with covid-19 avoid ibuprofen or raas antagonists?,usage,9
The cocker has diarrhoea and has diarrhea again,symptoms,6
"The sure-enough man (male), what should 1 do to improve yin deficiency and yang hyperactivity? What should I eat? In the traditional Chinese medicine hospital, I was prescribed four couplet of traditional Chinese medicine, but during the period I felt like cough and couldn't cough, and I didn't want to exhaust anything, nausea. ace can't eat and sleep well, but I don't eat much, so I don't bonk what to eat? Qing experts give some advice, thank you",ask more,1
"Hello, I have been urinating oftentimes since yesterday, what should I do?",treatment method,8
How should a 33-month-old giri revel calcium trisodium gluconate,usage,9
"I was in daze two months ago, and iodine always feel angina pectoris recently. Soon after a physical examination, I found out that iodine have constrictive pericarditis. Recently, the doctor said that I have started to accumulate smooth. What is the nature of inflammatory fluid?",definition,3
"Sudden highschool rake pressurized, what to do?",method,5
ass sunflower post ibuprofen granules be tasted by diabetics?,usage,9
What is the cause of anal itching,cause,2
"I have long-term bowel movements, I want to ask what medicine is good for me!",applicable disease,0
"Bilateral basal ganglia lacunar infarction, parentage sugar, rakehell lipids and blood pressure are currently normal. I would like to ask, I am drive aspirin and Tianxintai now. Are these two medicines to be demand for a long time? depart on? Or is there a better medicine? crapper you eat eggs and fish in addition to a lighter diet? Thank you!",ask more,1
Walking fast and throat tight is angina,cause,2
Can a pregnant woman give bear to hemorrhoids?,treatment method,8
cost Jiuyang Weikang Wujia and Guiqi Jing effective for diabetes? I want to know more specifically,applicable disease,0
"Hello, I bought two of Baiyunshan Angong Niuhuang Pills. How can I take them? The yellow shell package",usage,9
What's the affair with coronary infarct?,definition,3
"Internal moles and external moles are mixed with moles, and the anus is bulging from the inside to the outside. Is it a hemorrhoid? perform I want surgery?",ask more,1
"A few days ago, there was a sudden pain under the fossa for some reason. It finally stopped, and today it suddenly hurts again.",disease manifestations,4
"I don't know how many years I have been regurgitate. When I was less than one year old, the high fever did not depart away for various daytime, and then for about iii months after I retired, the child kept ramble his eyes. When I was more than one year old and could walk, iodine was always in a daze. Sometimes I suddenly sat on the toil, with a sallow face and a little twitching. I didn't pay much attending to it at first. I didn't realize that the child was brainsick until lowest year, when the tiddler foamed at the mouth and twitched all over the body. I went to the hospital and said it was epilepsy. How can I treat it?",treatment method,8
"What disease does Venlafaxine Hydrochloride Capsule treat? Besides slump, does this medicine have other effects?",ask more,1
"I'm 15 years old and my leucorrhea looks like tofu dregs, what's the situation",disease manifestations,4
The hemorrhoids are swollen and can't go back. Is it serious? Do you need surgery?,ask more,1
i hear covid 19 virus dies around 27c. does it mean once temperature outside rises above 27 c all covid 19 viruses outside will be dead?,disease manifestations,4
Does medulloblastoma want surgery,method,5
Does COPD recur?,symptoms,6
anxiety because of the covid 19 news?,disease manifestations,4
What is postural low back difficulty,definition,3
"How to submit Dingkun Dan, how much to eaten is a course of treatment",usage,9
"Fuyang Epilepsy Rehabilitation Treatment Center?? My neighbor's child suddenly fell to the ground, startling me. Is this epilepsy? What are the early symptoms of epilepsy? How much is the treatment fee?",ask more,1
"75 yrs Old, female, foot pain, muscle pulling pain",disease manifestations,4
What does palpitation and insomnia mean,definition,3
"During the day, excitable, fatigued, and pall. I can't sleep at all when I do not drink alcohol. The doctor gave me Paramus",method,5
My insomnia is not serious. This medicine can also treat high blood pressure and cerebral infarction. It seems a bit overkill to treat insomnia.,applicable disease,0
"There is a foreign body sensation in the anus during defecation. After sitting for a long time, the portal of the liver is tingling. After eating spicy food, the defecation looks like a fire. It is hemorrhoids. Is it effective to wash with salt water?",treatment method,8
I can't sleep at night and always think about it. What should I do? It must be because I am about to give birth.,treatment method,8
"i have a sore throat, slight cough, tiredness. should i get tested fro covid 19?",method,5
"Cough, take five more Guilong Kechuanning tablets, it will be fine",usage,9
"Diagnosed with diabetes on an empty stomach 93 days after meals 13--18, after carry metformin tablets for a week, fasting is not 67 (maximum. No more than 67) 2 hours after meals, 7--85 does not exceed ten. The previous exercise amount was 0 Now I subscribe a 40-minute walk after meals. Can I arrest the medicine in this font? If I can’t take metformin tablets, should I direct silybin capsules at the same time? fire I only take methicone without silibinin capsule? Thank you",method,5
The child is a little deficient in calcium. I wonder if it will improve after taking fish oil taurine soft capsules?,applicable disease,0
"The child has been gestate for 36 days, and the highest jaundice is 46. behave you have any matters. Please requests further",symptoms,6
"Newly, I found a number of warts around my anus. tardy, so unity am mark a lot of information on the Internet, and I spirit that this symptom is very similar to condyloma acuminatum. I have not checked it yet, I want to know Unless I really have this ailments, how can I resolve it well?",method,5
What is Apical Hypertrophic Cardiomyopathy,definition,3
How should angina pectoris be relegate,definition,3
Psychological upshot have caused me to have erectile dysfunction now. Is taking dapoxetine hydrochloride tablets effective?,applicable disease,0
"During this period of time, my nose has been blocked, and there is phlegm in my throat. I can't cough it out. It's yellow. I can't swallow it and can't cough it out. What medicine should I take",treatment,7
Can anxiety upset be cesarean section,treatment,7
What are the manifestations and diagnosis of pericardial tamponade?,ask more,1
"will getting either of the pneumonia vaccines, prevnar and pneumovax, prevent you from developing pneumonia if you catch the flu or covid?",ask more,1
"I often have migraine headaches, two or three times a month, one side of the headache is accompanied by eye pain on the same side and orbital pain. When the blood pressure is normal, the low pressure is 75 and the high pressure is about 110. During the migraine, the blood pressure is generally about 80 to 130. Sometimes I got angry and didn’t rest well. Sometimes migraine occurs a few days before menstruation. I take captopril 1 tablet 3 times, and sometimes add Naoqing tablet. After two or three days, I don’t take medicine. I don’t know why, but there are two What about the year?",treatment,7
How do people who suffer from Shilinzhi Damp-heat betting syndrome identify Uilutong Capsules for treatment?,applicable disease,0
What are the treatments for empyema,method,5
"I have condyloma acuminatum on my penis, which is very uncomfortable, especially uncomfortable. I have had a laser before, and now I don't know how to get better. It has recurred. How to treat condyloma acuminatum? Treating condyloma acuminatum is good way?",method,5
"I frequently dream repeatedly, dreaming of deceased masses and things, and sometimes I cannot sleep.",disease manifestations,4
I would like to ask how to take the drug Sitagliptin Phosphate (Jenovi) to achieve better efficacy?,usage,9
"Red ass, can I use tannic acid ointment for a long time?",usage,9
"Hello, can Zofrisperidone be used to treat chronic schizophrenia?",applicable disease,0
What should I do if my mouth hurts and my ears hurt? Is it a symptom of getting angry?,ask more,1
"Now the vitiligo has been developing, I can't control it, I'm dying of anxiety, how to take care of the vitiligo that is developing in Qujing summer?",treatment,7
"Hello, may I ask you what medicine to take for urethritis? Better...",applicable disease,0
"I want to treat obsessive-compulsive neurosis, can I use clomipramine hydrochloride tablets?",applicable disease,0
"What's wrong with my back left arm being numb, please guide me",symptoms,6
"Hello, doctor, the bladder has been full and afflictive for a few days, thank you",disease manifestations,4
doe the periosteal sinus of the skull need surgeries?,method,5
"My friend's father, the pain in the anus is unbearable. He went to the hospital for examination and said it was perianal inflammation. I want to ask how to treat the perianal inflammation?",method,5
"low grade fevers 99.8, constant trigger points that are tender to touch in trapezius muscles and muscles feel warm to touch, pointer finger, and middle finger on right hand are very sore, sore to open and close hand in those fingers, whats wrong?",disease manifestations,4
How to cure hypertensive dizziness entirely?,method,5
"Eat too much anthephylline, I spit it out when I drink water, and I always sweat, what should I do.",usage,9
what medicine to deal for mycoplasma urinary tract infection,treatment,7
"My fasting blood sugar is more than 5, and it is about 14 or 15 after eating, why",treatment method,8
"Excuse me if the patient with intellectual infarction is in heartbreak, can I take Tianshan Xuelian injection?",method,5
"Some time earlier, ane unearthed that there are some particles burgeoning in my vagina. directly I find that it raise more and it'll be itchy. I have never fucked. I suspect that iodin have condyloma acuminatum. Is there any style to cure it?",method,5
"Doctor, why do I suffer from depression for a long time and see people nervous,",symptoms,6
i always have a low-grade fever 222 and my constitution is puny. I had a pleurisy seven years previous. Is it a recurrence?,disease manifestations,4
"83-year-old male, 4 months of colon cancer to liver cancer, advanced stage, a stent was made in the intestine 2 months ago. The abdomen has a 10 cm long hepatoma. He is currently in the hospital, bedridden, and has been unable to eat , I feel nauseated when I eat, I can only drink water. Please help the doctor to solve it, how to make the patient eat normally, liquid food.",treatment method,8
"The child has diarrhea, what medicine should I take?",method,5
How to treat kidney stones,treatment method,8
Symptoms of Urinary Incontinence,disease manifestations,4
When is the survey after the drug abortion?,cause,2
"coiffe you've to occupy the King Kong Capsule with light salt water? Can you taking it directly with boiled water? I remember having Hashimoto's sickness two yrs ago, and 2 did not beget much treatment. Under that time, the doctors said it was OK, so I am rented this King Kong capsule now. It is stated that the effect of taking light salt water is honorable, then should I yield it with wanton salt water, or charter it directly with boiled water, or use salted without iodine! If I habit light saltwater water include iodine, will this Hashimoto recurrent? I think Is it alright to take the King Kong Capsules directly with boiling water!",usage,9
"Anal sphincter rupture and atrophy, can it be cured? How to treat?",ask more,1
My HEM7501 sphygmomanometer has missing for the last few days. Is it infract?,usage,9
Cerebral infarction causes weakness in both legs and unsteady walking,symptoms,6
How long does it withdrawal for a four baby to consumed cod liver oil? What brand do you sacrifice your baby? Alexandr talk about it,usage,9
"My grandmother's examination found that the blood vessels are blocked, and I always have dizziness and headache. Can Xinnaokang open the blood vessels?",treatment method,8
"Hello, I have a thyroid tumor. My friend recommended Huangzhihua Wuhai Yingliu Pills. apologize me, is it a quasi-brand Chinese medicate?",ask more,1
Go to the hospital to check I have anxiety issues and obsessive-compulsive disorder. The doctor prescribed escitalop oxalate.,applicable disease,0
"Runny nose, spitting up yellow phlegm, no sore throat and no coughing. The runny nose comes out with water, which is yellow when blown out, the same gloss as the phlegm. The weather has exchange a lot recently, it is raging and cold, one Drink less water.",cause,2
"If there is still prolapse five days after the operation, it is recommended to do a hard bench for 12 hours, use potassium permanganate to fumigate and take a bath. Change the dressing and plug the prolapse into the anus. If there is still edema, this Is the operation successful in this case?",treatment,7
"My cousin has congenital epilepsy. Upon he has a raptus, he has tonic-paroxysmal seizures. It occupy four or ten transactions to quit foaming at the mouth and convulsions. In MEd. Mode to withdraw medication for epilepsy?",usage,9
"Hello, doctor, I would like to ask Sanjin Tablet, how does it work for treating urinary tract infections?",ask more,1
"When I don't have an erection, I'm very worried. What's the matter? I urinate normally, and I don't feel any pain. Go for treatment. Some say hemangioma. Is the hemangioma in a special part of the baby in Inner Mongolia dangerous?",method,5
", I've some pain in my decrease abdomen for the past 2 jours, and i have a trivial urgency to urinate",symptoms,6
Does angina radiate to the throat and trachea?,symptoms,6
"I've been wanting to go to the toilet for the past two days. I have the urge to urinate but no urine, and I have symptoms of low back pain. Is it a urinary tract infection?",symptoms,6
What causes bronchiectasis,cause,2
"What medicine can relieve the condition of this urethritis, and will the quick-acting medicine have side gist?",ask more,1
Very defective appetite,method,5
"Female child has frequent urination, hospital B-ultrasound, what to do if urine function examination is normal",treatment,7
Is a humble bilateral pleural effusion serious? What should I pay attention to? Thank you,ask more,1
What is virus meningitis?,definition,3
"Sweaty, the lower body is often wet, what should I do to get better with my symptoms?",treatment,7
"A better psoriasis specialist hospital in Shanghai? A few days ago, I suddenly found a lot of ringworm on the body, the shape is not regular, there are a lot of white dry scabs on the surface, a very thick layer, and These ringworms are still very stubborn, and many kinds of ointments have not been cured. Later, after examination, they have skin disease psoriasis.",disease manifestations,4
What is the stimulate of migraine in pregnancy,cause,2
"Shenbao tablet, this medicine can cause heart disease, if there is some medicine that can make me better right away",treatment method,8
You can deal methyltestosterone tablets for impotence,applicable disease,0
"Hello doctor, may I ask what medicine is better for kidney stones? Thank you.",applicable disease,0
"Rise mount or stairs, if you walk too fast, you'll have challenges breathing, and you will not have enough respiration. The medical checklist state it is a slight loss of the respiratory system. What's choke on?",definition,3
"I had high-risk sex a while ago. A few days subsequently, some small things grew on my penis, it was itchy, and there was a serious odor. ace still felt uncomfortable after winning a shower every day. I plump to the hospital for examination. Said to have condyloma acuminatum, ane would like to ask how to treat it?",treatment method,8
What to do if OCD is too serious to exist,treatment method,8
"I just accidentally ate 30 tablets of Analgin, should I go to the hospital for gastric lavage?",treatment,7
What to do with perforated brain,treatment method,8
"The child is twenty years quondam, and there are purple-red crack on the inner side of the knee and the supreme side of the thigh to varying grades",symptoms,6
"The baby is 48 days old, what should I do if there is a hemangioma on my stomach?, said hemangioma that grows under the skin, what is the best treatment time for subcutaneous hemangioma in Inner Mongolia babies?",treatment,7
"Ask, what is the specification of Debakin sodium valproate extended-release tablet, can it be used to treat manic episodes associated with bipolar disorder",ask more,1
"I'm very worried, urgency, frequent urination, and painful urination. Can I use some medicine to relieve my condition.",applicable disease,0
What should I do if I beat hemorrhoids after giving birth?,treatment method,8
"I have had hemorrhoids for many years. I have been using sticky medicines and stuffed medicines, but it has not been good. As long as I am a little tired from work and eat some irritating things, it will break out, and I will bleed a lot when I do it. What to do",method,5
How to manual oral troika lysine glucose for 40-day infants?,usage,9
"prat condyloma acuminatum be cured? anatomical on the inside of the labia minora, no sexual life historic, may it be condyloma acuminatum",definition,3
"Excuse me, can I take Wenxin Granules for 4500/24 ​​hours for ventricular premature beats? What is the effect?",ask more,1
when is it justified to isolate (not talking about the lock down) for covid-19? which symptoms justifies it?,method,5
Can a normal urine routine keep out chronic urethritis,definition,3
What is neonatal suppurative meningitis?,cause,2
What to do with spinal cord tumors in children,treatment,7
"Alibis me, what is the matter with menstruation only a niggling each time?",symptoms,6
"Female, 54 years old, has high blood pressure. I want to buy a month's supply of this medicine and take it back to my hometown. I probably need to buy a few boxes.",usage,9
Baby can utilization Kangenbei Changyanning sesame,usage,9
Is there any restricted for elderly patients to return dimension New?,usage,9
"Excuse me, what medicine should I take for tuberculosis, and what should I pay attention to?",ask more,1
"I smoked for 7 years and had chronic bronchitis. Now I have difficulty breathing, chest tightness, phlegm, phlegm and asthma. What should I do?;",treatment,7
"The genital frenulum has granulation, some online say it is caused by condyloma, some say it is caused by inflammation, I want to know which one?",cause,2
Quoi is proctoscopy?,method,5
What is the reason for the pain involved in the anus when going to the toilet? What is the reason known for the pain in the anus when going to the toilet.,cause,2
How to check the symptoms of rectal polyps,definition,3
What kind of medicine can I use to relieve this distress?,treatment method,8
represented angina pectoris?,symptoms,6
What should I do if ane have a headache when I smell smoke? I can't stand these unpleasant smells after pregnancy. I odor it every day.,treatment method,8
"The kids was quadruplet years old in a motorcar accident and suffered a head injury. The medico said that he may have epilepsy. These days, he suddenly found that he was a petite abnormal, his present was pale, and he was sweating. single am anxious that the nightmare is culmination.",disease manifestations,4
What's the matter with leukopenia after radiotherapy and chemotherapy for nasopharyngeal carcinoma?,symptoms,6
"Recently, iodine always feel pain and discomfort in the precordial area. After I conk to the hospital for examen, I was obtain to have atrial fibrillation. I have been feeling unforesightful of breath in the past few days. I would like to know why I have shortness of breath when I have atrial fibrillation?",cause,2
"Excuse me, what's the matter with very little menstrual flow and black blood streaks?",cause,2
"Hello, I would like to ask who is suitable for AN Gong Niuhuang Pill, thank you",applicable disease,0
"The rate is too slow, I eat their Wenxin Granules, but the effect has not been very good,",applicable disease,0
"It hurts so much when you redact on underwear, what is the issue?",symptoms,6
Stool bleeding and lower abdomen swelled up and recovered in a few days.,disease manifestations,4
What's the matter with the hiccups after the child was born more than 40 days ago,disease manifestations,4
Can people with depression in their 60s take Risperidone Tablets?,applicable disease,0
"Vitiligo is white on the surface, and the neck is also rear. It's really ghastly when exposed",symptoms,6
"pain in urination, what's the raison?",symptoms,6
Doctor; What should 1 do if my child has a 17mm by 18mm hemangioma during physical examination? How to delicacy a cavernous hemangioma in a baby in Inner Mongolia?,treatment method,8
How to treat my minor suffering from internal hemorrhoids,method,5
